museo_id,museo_nombre,museo_tematica_n1,museo_fecha_fundacion,museo_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,museo_calle_numero,museo_colonia,museo_cp,museo_telfono1,pagina_web,pagina_web2,email,twitter,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
287,Museo Frida Kahlo,Arte,1958-07-12,Fideicomiso Museos Diego Rivera y Frida Kahlo,9,Distrito Federal,3,Coyoacan,1,COYOACAN,Londres 247,Col. Del Carmen Coyoacan,4100,,http://www.museofridakahlo.org.mx,https://www.facebook.com/museofridakahlo/info/?tab=overview,hildatrujillo@me.com/ museo@museofridakahlo.org, relacionespublicas@museofridakahlo.org.mx,-99.16246,19.3552,,2017-03-10 12:13:4035
507,Museo Universitario de Ciencias y Artes (MUCA),Arte,1960-02-01,UNAM,9,Distrito Federal,3,Coyoacan,1,COYOACAN,"Av. Insurgentes 3000, Cto. Universitario, frente a Rectoria",Cd. Universitaria,4510,,http://www.muca.unam.mx/,,muca@unam.mx,,-99.18808,19.33123,http://sic.gob.mx/ficha.php?table=museo&table_id=507,2017-03-10 12:39:2135
1476,Museo del Ejercito y Fuerza Aerea,Historia,2010-09-13,Direccion General de Archivo e Historia de la Secretaria de la Defensa Nacional (SEDENA),9,Distrito Federal,3,Coyoacan,1,COYOACAN,Calz. de Tlalpan 1838,Col. Country Club,4220,,http://www.gob.mx/sedena/acciones-y-programas/museo-del-ejercito-y-fuerza-aerea-tlalpan-d-f,,muefa.2010@gmail.com,,-99.14518,19.35111,http://sic.gob.mx/ficha.php?table=museo&table_id=1476,2017-05-04 10:27:0936
449,Universum Museo de las Ciencias,Ciencia y tecnologia,1992-12-12,UNAM/Direccion General de Divulgacion de la Ciencia,9,Distrito Federal,3,Coyoacan,1,COYOACAN,Circuito Cultural s/n,Cd. Universitaria,4510,,http://www.universum.unam.mx,https://www.facebook.com/UniversumMuseo/?fref=ts,visitante@dgdc.unam.mx, darenas@dgdc.unam.mx,-99.18057,19.31136,,2017-05-04 10:42:2636
442,Museo Diego Rivera-Anahuacalli,Arqueologia,1964-09-18,Fideicomiso Museos Diego Rivera y Frida Kahlo,9,Distrito Federal,3,Coyoacan,1,COYOACAN,Museo 150,Col. San Pablo Tepetlapa,4620,,http://www.museoanahuacalli.org.mx,,museo@museoanahuacalli.org.mx,anahuacalli,-99.14408,19.3225,http://sic.gob.mx/ficha.php?table=museo&table_id=442,2017-05-04 10:39:2937
1224,Museo Universitario de Arte Contemporaneo (MUAC),Arte,2008-11-26,UNAM,9,Distrito Federal,3,Coyoacan,1,COYOACAN,"Av. Insurgentes Sur 3000, Centro Cultural Universitario",Cd. Universitaria,4510,,http://www.muac.unam.mx/,,informes@muac.unam.mx,muac_unam,-99.18538,19.31442,http://sic.gob.mx/ficha.php?table=museo&table_id=1224,2017-03-10 12:13:4036
976,Museo Nacional de Culturas Populares,Arte,1982-09-01,Secretaria de Cultura/Direccion General de Culturas Populares e Indigenas,9,Distrito Federal,3,Coyoacan,1,COYOACAN,Av. Hidalgo 289,Col. Del Carmen,4100,,http://museoculturaspopulares.gob.mx/,,cpmncp@cultura.gob.mx,MNCP_DGCP,-99.1608,19.34979,http://sic.gob.mx/ficha.php?table=museo&table_id=976,2017-03-10 12:39:2136
789,Museo Nacional de la Acuarela Alfredo Guati Rojo,Arte,1967-12-21,"Museo Nacional de la Acuarela Alfredo Guati Rojo, A.C.",9,Distrito Federal,3,Coyoacan,1,COYOACAN,Salvador Novo 88,Barrio de Santa Catarina,4000,,http://www.acuarela.org.mx/,,acuarelamex@yahoo.com.mx,  info@acuarela.org.mx,-99.17707,19.34873,,2017-05-04 10:27:0937
852,Museo del Retrato Hablado,Especializado,2002-01-01,"Instituto de Investigaciones Humanas, A.C.",9,Distrito Federal,3,Coyoacan,1,COYOACAN,Av. Universidad 1330,Col. Del Carmen,4100,,https://www.facebook.com/sergio.jaubert.3/photos?source_ref=pb_friends_tl,,gabrielajaubert@hotmail.com,,-99.17173,19.35895,http://sic.gob.mx/ficha.php?table=museo&table_id=852,2017-05-04 10:42:2637
966,Museo Casa de Leon Trotsky,Historia,1990-08-21,"Instituto del Derecho de Asilo Museo Casa de Leon Trotsky, A.C.",9,Distrito Federal,3,Coyoacan,1,COYOACAN,Av. Rio Churubusco 410,Col. Del Carmen Coyoacan,4100,,http://www.museoleontrotsky.com,,museotrotsky@outlook.com,,-99.15956,19.35773,http://sic.gob.mx/ficha.php?table=museo&table_id=966,2017-05-04 10:39:2938
978,Museo Nacional de las Intervenciones,Historia,1981-09-13,Secretaria de Cultura/INAH,9,Distrito Federal,3,Coyoacan,1,COYOACAN,20 de Agosto s/n esq. General Anaya,Col. San Diego Churubusco,4120,,http://intervenciones.inah.gob.mx/,https://es-la.facebook.com/museodelasintervenciones,cecilia_genel@inah.gob.mx,,-99.14866,19.35531,http://sic.gob.mx/ficha.php?table=museo&table_id=978,2017-03-10 12:13:4037
1820,Museo Pedro Infante,Historia,2015-03-01,Centro Cultural Nacional Pedro Infante/Direccion General de Desarrollo Social/Delegacion Cuajimalpa,9,Distrito Federal,4,Cuajimalpa de Morelos,1,CUAJIMALPA DE MORELOS,Av. Juarez s/n,Centro,5000,,,,recumex@yahoo.com.mx,,-99.29932,19.35727,http://sic.gob.mx/ficha.php?table=museo&table_id=1820,2017-03-10 12:39:2137
1821,Museo Miguel Hidalgo y Costilla,Historia,2000-09-01,Delegacion Cuajimalpa de Morelos,9,Distrito Federal,4,Cuajimalpa de Morelos,1,CUAJIMALPA DE MORELOS,Av. Juarez,Centro,5000,,,http://www.mexicocity.gob.mx/detalle.php?id_pat=3862,,,-99.29865,19.35797,http://sic.gob.mx/ficha.php?table=museo&table_id=1821,2017-05-04 10:27:0938
906,Museo de Sitio del Ex Convento del Desierto de los Leones,Arte,2004-06-01,Delegacion Cuajimalpa/Direccion General de Desarrollo Social,9,Distrito Federal,4,Cuajimalpa de Morelos,1,CUAJIMALPA DE MORELOS,Carr. Mexico-Toluca s/n,Col. La Venta,5020,,http://desiertodelosleones.mx/,http://www.mexicocity.gob.mx/detalle.php?id_pat=3857,jojiga2010@hotmail.com,,-99.31043,19.31303,http://sic.gob.mx/ficha.php?table=museo&table_id=906,2017-05-04 10:42:2638
1706,El Museo de Historia del Mormonismo en Mexico,Historia,1991-10-01,"El Museo de Historia del Mormonismo en Mexico, A.C.",9,Distrito Federal,5,Gustavo A. Madero,1,GUSTAVO A. MADERO,Av. 510 num. 79,"Col. San Juan de Aragon, 1a. seccion",7950,,,https://www.facebook.com/mmmh.mx,,,-99.08759,19.4649,http://sic.gob.mx/ficha.php?table=museo&table_id=1706,2017-05-04 10:39:2939
728,Museo de la Basilica de Guadalupe,Arte,1941-10-12,Insigne y Nacional Basilica de Santa Maria de Guadalupe,9,Distrito Federal,5,Gustavo A. Madero,1,GUSTAVO A. MADERO,Plaza de las Americas 1,Col. Villa de Guadalupe,7050,,http://basilica.mxv.mx/web1/-home/museo.htm,http://www.virgendeguadalupe.mx/patrimonio-cultural/museo#pieza-del-mes,museo@basilicadeguadalupe.mx, museo2@basilicadeguadalupe.mx,-99.11617,19.48482,,2017-03-10 12:13:4038
537,Planetario Luis Enrique Erro,Ciencia y tecnologia,1967-01-02,Instituto Politecnico Nacional (IPN),9,Distrito Federal,5,Gustavo A. Madero,1,GUSTAVO A. MADERO,Av. Wilfrido Massieu s/n,Col. Zacatenco,7738,,http://www.planetario.ipn.mx,,jjrodriguez@ipn.mx,,-99.13982,19.49687,http://sic.gob.mx/ficha.php?table=museo&table_id=537,2017-03-10 12:39:2138
1285,Museo de los Ferrocarrileros,Historia,2006-05-01,Secretaria de Cultura de la Ciudad de Mexico,9,Distrito Federal,5,Gustavo A. Madero,1,GUSTAVO A. MADERO,Alberto Herrera s/n entre Hidalgo y Aquiles Serdan,Col. Aragon La Villa,7000,,http://www.cultura.cdmx.gob.mx/recintos/mf,https://www.facebook.com/museodelosferrocarrilerosoficial,museodelosferrocarrileros@gmail.com,,-99.11704,19.48142,http://sic.gob.mx/ficha.php?table=museo&table_id=1285,2017-05-04 10:27:0939
732,Museo de Figuras de Cera,Especializado,1957-12-12,Particular,9,Distrito Federal,5,Gustavo A. Madero,1,GUSTAVO A. MADERO,Calz. de los Misterios 880,Col. Villa de Guadalupe,7020,,,http://www.chilango.com/ciudad/nota/2012/12/12/el-museo-de-cera-mas-antiguo-del-pais,,,-99.11895,19.48479,http://sic.gob.mx/ficha.php?table=museo&table_id=732,2017-05-04 10:42:2639
908,Museo de Geologia y Paleontologia,Ciencia y tecnologia,1973-11-01,IPN,9,Distrito Federal,5,Gustavo A. Madero,1,GUSTAVO A. MADERO,Av. Ticoman 600,Col. San Jose Ticoman,7340,,,http://www.esiatic.ipn.mx/Estudiantes/Paginas/MuseoGeoPale.aspx,cuarzo_zafiro@hotmail.com,,-99.13141,19.50768,http://sic.gob.mx/ficha.php?table=museo&table_id=908,2017-05-04 10:39:2940
547,Museo Cabeza de Juarez,Arte,1976-03-21,Delegacion Iztapalapa/Jefatura de Unidad Departamental de Promocion Cultural y Turismo,9,Distrito Federal,7,Iztapalapa,1,IZTAPALAPA,Av. Guelatao s/n,U.H. Cabeza de Juarez III,9227,,http://culturaiztapalapa.wordpress.com/2012/10/08/museo-cabeza-de-juarez/,http://www.mexicocity.gob.mx/detalle.php?id_pat=7194,museocabezadejuarez@hotmail.com,,-99.039,19.38271,http://sic.gob.mx/ficha.php?table=museo&table_id=547,2017-03-10 12:13:4039
971,Antiguo Convento de San Juan Evangelista sede del Centro Comunitario Culhuacan,Arte,1984-02-01,Secretaria de Cultura/INAH,9,Distrito Federal,7,Iztapalapa,1,IZTAPALAPA,Morelos 10,Col. Culhuacan,9800,,http://www.inah.gob.mx/es/red-de-museos/289-antiguo-convento-de-san-juan-evangelista-sede-del-centro-comunitario-culhuacan,,mhernandez.ccc@inah.gob.mx,,-99.10864,19.3395,http://sic.gob.mx/ficha.php?table=museo&table_id=971,2017-03-10 12:39:2139
531,Museo Comunitario San Miguel Teotongo,Arqueologia,1991-01-01,Delegacion Iztapalapa/Jefatura de Vinculacion,9,Distrito Federal,7,Iztapalapa,1,IZTAPALAPA,"Espigas s/n, Secc. Capilla",Col. San Miguel Teotongo,9630,,http://www.mexicoescultura.com/recinto/52859/Museo%20Comunitario%20San%20Miguel%20Teotongo.html,http://www.mexicocity.gob.mx/detalle.php?id_pat=4222,david_vinculacion@hotmail.com, jild31@gmail.com,-98.98774,19.34372,,2017-05-04 10:27:0940
910,Museo Fuego Nuevo,Arqueologia,1998-01-10,Delegacion Iztapalapa/Direccion Ejecutiva de Cultura,9,Distrito Federal,7,Iztapalapa,1,IZTAPALAPA,Parque Nacional Cerro de la Estrella s/n,Col. Ampl. Veracruzana,9856,,https://culturaiztapalapa.wordpress.com/2012/09/25/museo-de-las-culturas-pasion-por-iztapalapa/,,museofuegonuevoiztapalapa@gmail.com,,-99.09101,19.34799,http://sic.gob.mx/ficha.php?table=museo&table_id=910,2017-05-04 10:42:2640
1535,Museo de las Culturas Pasion por Iztapalapa,Arte,2012-04-12,Delegacion Iztapalapa/Jefatura de Unidad Departamental de Promocion Cultural y Turismo,9,Distrito Federal,7,Iztapalapa,1,IZTAPALAPA,Calz. Ermita Baja 100,Barrio San Pablo,9000,,http://www.mexicocity.gob.mx/detalle.php?id_pat=7200,,mucupaiz@gmail.com,,-99.0877,19.35752,http://sic.gob.mx/ficha.php?table=museo&table_id=1535,2017-05-04 10:39:2941
535,Museo Regional Altepepialcalli,TND,1996-05-04,Delegacion Milpa Alta,9,Distrito Federal,9,Milpa Alta,1,VILLA MILPA ALTA,Av. Yucatan Nte. s/n,Col. Villa Milpa Alta,12000,,http://www.mexicocity.gob.mx/detalle.php?id_pat=4385,,marcolaurrabaquio@hotmail.com,,-99.02186,19.19249,http://sic.gob.mx/ficha.php?table=museo&table_id=535,2017-03-10 12:13:4040
730,"Museo Soumaya, Plaza Loreto",Arte,1994-08-12,"Fundacion Carlos Slim, A.C.",9,Distrito Federal,10,Alvaro Obregon,1,ALVARO OBREGON,Altamirano 46 entre Revolucion y Rio Magdalena,"Col. Tizapan, San Angel",1090,,http://www.soumaya.com.mx/,,museo@soumaya.org.mx,,-99.19259,19.33936,http://sic.gob.mx/ficha.php?table=museo&table_id=730,2017-03-10 12:39:2140
855,Centro Cultural Isidro Fabela-Museo Casa del Risco,Arte,1958-10-08,Fideicomiso Isidro Fabela/Banco de Mexico/Gobierno del Estado de Mexico,9,Distrito Federal,10,Alvaro Obregon,1,ALVARO OBREGON,Plaza de San Jacinto 5 y 15,Col. San Angel,1000,,http://www.museocasadelrisco.org/,http://www.isidrofabela.com,contacto@isidrofabela.com,,-99.1923,19.34494,http://sic.gob.mx/ficha.php?table=museo&table_id=855,2017-05-04 10:27:0941
794,Museo de Arte Alvar y Carmen T. de Carrillo Gil,Arte,1974-08-30,Secretaria de Cultura/INBA,9,Distrito Federal,10,Alvaro Obregon,1,ALVARO OBREGON,Av. Revolucion 1608 esq. Altavista,Col. San Angel,1000,,http://www.museodeartecarrillogil.com,https://www.facebook.com/museocarrillogil,direccion.macg@gmail.com, direccioncarrillogil@gmail.com,-99.19048,19.34928,,2017-05-04 10:42:2641
805,Museo Casa Estudio Diego Rivera y Frida Kahlo,Arte,1986-12-08,Secretaria de Cultura/INBA,9,Distrito Federal,10,Alvaro Obregon,1,ALVARO OBREGON,Diego Rivera s/n esq. Av. Altavista,Col. San Angel Inn,1060,,http://www.estudiodiegorivera.bellasartes.gob.mx/,,medr.coordinacionacademica@inba.gob.mx,museoestudioDR,-99.19733,19.34956,http://sic.gob.mx/ficha.php?table=museo&table_id=805,2017-05-04 10:39:2942
963,Museo de El Carmen,Arte,1938-01-01,Secretaria de Cultura/INAH,9,Distrito Federal,10,Alvaro Obregon,1,ALVARO OBREGON,Av. Revolucion 4 y 6,Col. San Angel,1000,,,http://www.inah.gob.mx/es/red-de-museos/294-museo-de-el-carmen,elcarmendifusion@gmail.com, elcarmendireccion@gmail.com,-99.1897,19.34556,,2017-03-10 12:13:4041
1578,Museo Interactivo de la Policia Federal,Especializado,2012-02-17,Secretaria de Gobernacion/Comisionado Nacional de Seguridad,9,Distrito Federal,10,Alvaro Obregon,1,ALVARO OBREGON,Av. Constituyentes 947,Col. Belen de las Flores,1110,,http://www.cns.gob.mx/portalWebApp/wlp.c?__c=1e4c6,,ana.esquivel@cns.gob.mx, aziyade.mendoza@cns.gob.mx,-99.22132,19.39472,,2017-03-10 12:39:2141
1045,Museo Tomas Medina Villarruel,Arqueologia,1980-01-01,Delegacion Tlahuac,9,Distrito Federal,11,Tlahuac,1,TLAHUAC,Av. Sur del Comercio s/n,Pueblo de San Juan Ixtayopan,13500,,http://www.tlahuac.cdmx.gob.mx/museo-tomas-medina-villaruel/,,,,-98.99513,19.23645,http://sic.gob.mx/ficha.php?table=museo&table_id=1045,2017-05-04 10:27:0942
1078,Museo Andres Quintana Roo,Arqueologia,1992-01-01,Delegacion Tlahuac,9,Distrito Federal,11,Tlahuac,1,TLAHUAC,Av. Independencia s/n,Col. San Andres Mixquic,13630,,,http://www.tlahuac.cdmx.gob.mx/museo-andres-quintana-roo/,benito_tmtz@outlook.com,,-98.96455,19.22528,http://sic.gob.mx/ficha.php?table=museo&table_id=1078,2017-05-04 10:42:2642
738,Museo Regional Comunitario,Arqueologia,2002-08-03,"Alianza de los Barrios Tizic, Tecpancalco, Atenchincalca y Teopancalco, A. C.",9,Distrito Federal,11,Tlahuac,1,TLAHUAC,Calz. Tlahuac-Chalco 63,Barrio La Magdalena,13070,,,http://www.cuitlahuac.org,,,-99.00473,19.2677,http://sic.gob.mx/ficha.php?table=museo&table_id=738,2017-05-04 10:39:2943
1547,Museo de la Casa de Cultura de la UAEMex en Tlalpan,Historia,1984-03-03,Universidad Autonoma del Estado de Mexico,9,Distrito Federal,12,Tlalpan,1,TLALPAN,Av. Triunfo de la Libertad 9 Bis,Col. Tlalpan,14000,,http://www.uaemex.mx/dcultur//MUSEOS/museosv/tlalpan/home.html,,ctlalpan.uaemex@gmail.com, tlalpan_cultural@uaemex.mx,-99.16814,19.28634,,2017-03-10 12:13:4042
1627,Museo del Tiempo,Ciencia y tecnologia,2009-01-01,"Museo del Tiempo Tlalpan, A.C.",9,Distrito Federal,12,Tlalpan,1,TLALPAN,Plaza de la Constitucion 7,Centro de Tlalpan,14000,,http://museodeltiempo.com.mx,,museodeltiempo@gmail.com,,-99.17212,19.29138,http://sic.gob.mx/ficha.php?table=museo&table_id=1627,2017-03-10 12:39:2142
721,Museo de Sitio de Cuicuilco,Arqueologia,1970-01-01,Secretaria de Cultura/INAH,9,Distrito Federal,12,Tlalpan,1,TLALPAN,Av. Insurgentes Sur 146,Col. Isidro Fabela,14030,,http://www.inah.gob.mx/es/red-de-museos/290-museo-de-sitio-de-cuicuilco,,cuicuilco1985@gmail.com,,-99.18175,19.30076,http://sic.gob.mx/ficha.php?table=museo&table_id=721,2017-05-04 10:27:0943
1811,Museo del Heroico Colegio Militar,Historia,2016-04-06,Secretaria de la Defensa Nacional (SEDENA),9,Distrito Federal,12,Tlalpan,1,TLALPAN,Carr. Mexico-Cuernavaca Km. 22,Col. San Pedro Martir,14640,,,,,,-99.14932,19.25389,http://sic.gob.mx/ficha.php?table=museo&table_id=1811,2017-05-04 10:42:2643
916,Museo Dolores Olmedo,Arte,1994-09-17,Fideicomiso Museo Dolores Olmedo Patiño,9,Distrito Federal,13,Xochimilco,1,XOCHIMILCO,Av. Mexico 5843,Col. La Noria,16030,,http://www.museodoloresolmedo.org.mx/,,informes@museodoloresolmedo.org, difusion@mdop.org.mx,-99.12622,19.26644,,2017-05-04 10:39:2944
917,Museo Arqueologico de Xochimilco,Arqueologia,1985-11-21,Delegacion Xochimilco,9,Distrito Federal,13,Xochimilco,1,XOCHIMILCO,Av. Tenochtitlan s/n,Pueblo Santa Cruz Acalpixca,16500,,https://www.facebook.com/arqueologico.xochimilco,http://www.mexicocity.gob.mx/detalle.php?id_pat=4452,comsoc@xochimilco.df.gob.mx, Talleres_museo_xoch@hotmail.com,-99.07917,19.24707,,2017-03-10 12:13:4043
1335,Casa Museo Benita Galeana,Historia,2000-06-08,Delegacion Benito Juarez,9,Distrito Federal,14,Benito Juarez,1,BENITO JUAREZ,Cda. Zutano 11,Col. 2da del Periodista,3620,,http://www.delegacionbenitojuarez.gob.mx/conoce-bj/museos,,chuy65@live.com.mx,,-99.14548,19.38281,http://sic.gob.mx/ficha.php?table=museo&table_id=1335,2017-03-10 12:39:2143
532,Museo Polyforum Siqueiros,Arte,1971-12-15,"Polyforum Siqueiros, A.C.",9,Distrito Federal,14,Benito Juarez,1,BENITO JUAREZ,Insurgentes Sur 701,Col. Napoles,3810,,http://www.polyforumsiqueiros.com,,info@polyforumsiqueiros.com.mx,Polyforum,-99.17332,19.393,http://sic.gob.mx/ficha.php?table=museo&table_id=532,2017-05-04 10:27:0944
1776,Planetario Joaquin Gallo,Ciencia y tecnologia,1000-01-01,Sociedad Astronomica de Mexico (SAM),9,Distrito Federal,14,Benito Juarez,1,BENITO JUAREZ,Av. Division del Norte s/n esquina Miguel Laurent. Parque Francisco Villa (Parque de los Venados),Santa Cruz Atoyac,3310,,https://www.facebook.com/pages/Planetario-Joaquin-Gallo/291785930875683,,info@sam.org.mx,,-99.15732,19.37371,http://sic.gob.mx/ficha.php?table=museo&table_id=1776,2017-05-04 10:42:2644
1245,Fundacion Archivo Hector Garcia,Arte,2008-10-28,Fundacion Maria y Hector Garcia,9,Distrito Federal,14,Benito Juarez,1,BENITO JUAREZ,Cumbres de Maltrata 581,Col. 2da. del Periodista,3620,,,,direccion.archivohectorgarcia@gmail.com,,-99.14471,19.38265,http://sic.gob.mx/ficha.php?table=museo&table_id=1245,2017-05-04 10:39:2945
1653,Museo de Arte en Azucar Mexico,Arte,2012-04-01,,9,Distrito Federal,14,Benito Juarez,1,BENITO JUAREZ,Cuauhtemoc 950,Col. Narvarte,3020,,http://hablemosdeazucar.com.mx/museo-de-arte-en-azucar-mexico/,https://www.facebook.com/InstitutoDelArteMexicanoDelAzucar?fref=ts,artemexicanodelazucar@gmail.com,,-99.15753,19.38432,http://sic.gob.mx/ficha.php?table=museo&table_id=1653,2017-03-10 12:13:4044
1905,Museo del Metro,Arqueologia,2017-01-28,Sistema de Transporte Colectivo Metro,9,Distrito Federal,14,Benito Juarez,1,BENITO JUAREZ,Av. Revolucion esq. Extremadura,Col. Insurgentes Mixcoac,3920,,http://www.metro.cdmx.gob.mx/,,cultura.metro.cdmx@gmail.com,,-99.18728,19.37611,http://sic.gob.mx/ficha.php?table=museo&table_id=1905,2017-03-10 12:39:2144
1313,Museo Memoria y Tolerancia,Historia,2010-10-11,"Memoria y Tolerancia, A.C.",9,Distrito Federal,15,Cuauhtemoc,1,CUAUHTEMOC,Av. Juarez 8,Centro,6010,,http://www.myt.org.mx,https://www.facebook.com/MuseoMemoriayTolerancia?ref=ts,info@myt.org.mx, sharon@myt.org.mx,-99.14367,19.43437,,2017-05-04 10:27:0945
1473,Museo del Tequila y el Mezcal (MUTEM),Especializado,2010-12-11,"Integradora de Culturas y Raices Mexicanas, S.A. de C.V.",9,Distrito Federal,15,Cuauhtemoc,1,CUAUHTEMOC,"Plaza Garibaldi, Eje Central Lazaro Cardenas s/n",Centro,6010,,http://www.mutemgaribaldi.mx,,info@mutemgaribaldi.mx, christian.merlos@mutemgaribaldi.mx,-99.13963,19.44064,,2017-05-04 10:42:2645
1867,Museo del Padre Pro,Historia,1000-01-01,,9,Distrito Federal,15,Cuauhtemoc,1,CUAUHTEMOC,"Parroquia de la Sagrada Familia, Puebla 144 entre Jalapa y Orizaba",Col. Roma,6700,,http://padrepro.com.mx/museo-ppro.html,,padre.pro@hotmail.com, karla@padrepro.com.mx,-99.16116,19.42246,,2017-05-04 10:39:2946
1092,Museo de Arte Popular (MAP),Arte,2006-02-28,Fideicomiso Museo de Arte  Popular Mexicano,9,Distrito Federal,15,Cuauhtemoc,1,CUAUHTEMOC,Revillagigedo 11 esq. Independencia,Centro Historico,6010,,http://www.map.cdmx.gob.mx/,https://www.facebook.com/MuseoArtePopular,infomap@df.gob.mx,map_mexico,-99.14635,19.43373,http://sic.gob.mx/ficha.php?table=museo&table_id=1092,2017-03-10 12:13:4045
711,Sala de la Odontologia Mexicana Dr. Samuel Fastlicht,Ciencia y tecnologia,2004-10-23,UNAM/Facultad de Odontologia,9,Distrito Federal,15,Cuauhtemoc,1,CUAUHTEMOC,Primo Verdad 2,Centro Historico,6020,,http://www.odonto.unam.mx/admin.php?IDPagina=Sala%20de%20la%20odonto,,dephistfo@yahoo.com.mx,,-99.13074,19.43435,http://sic.gob.mx/ficha.php?table=museo&table_id=711,2017-03-10 12:39:2145
1519,Museo de la Cancilleria,Arte,2011-11-15,Secretaria de Relaciones Exteriores,9,Distrito Federal,15,Cuauhtemoc,1,CUAUHTEMOC,Rep. del Salvador 47,Centro,6000,,,https://www.facebook.com/MUSEODELACERVOHISTORICOYARTISTICODELASRE/timeline,museodelacacilleria@sre.gob.mx,,-99.13835,19.42978,http://sic.gob.mx/ficha.php?table=museo&table_id=1519,2017-05-04 10:27:0946
1728,Museo Idolos del Esto,Especializado,2008-11-18,"Organizacion Editorial Mexicana, S.A. de C.V.",9,Distrito Federal,15,Cuauhtemoc,1,CUAUHTEMOC,Guillermo Prieto 7,San Rafael,6470,,http://www.mexicocity.gob.mx/detalle.php?id_pat=6947,,mi_esto@oem.com.mx,,-99.15971,19.43813,http://sic.gob.mx/ficha.php?table=museo&table_id=1728,2017-05-04 10:42:2646
344,Museo Experimental El Eco,Arte,2005-09-07,UNAM/Direccion General de Artes Visuales,9,Distrito Federal,15,Cuauhtemoc,1,CUAUHTEMOC,Sullivan 43,Col. San Rafael,6470,,http://www.eleco.unam.mx,,contacto@eleco.unam.mx,museo_el_eco,-99.16126,19.43339,http://sic.gob.mx/ficha.php?table=museo&table_id=344,2017-05-04 10:39:2947
716,Museo Nacional de Arquitectura,Arte,1984-01-26,Secretaria de Cultura/INBA,9,Distrito Federal,15,Cuauhtemoc,1,CUAUHTEMOC,Av. Juarez 1,Centro Historico,6050,,http://www.museonacionaldearquitectura.bellasartes.gob.mx/,,mnalarq@inba.gob.mx,,-99.14129,19.43538,http://sic.gob.mx/ficha.php?table=museo&table_id=716,2017-03-10 12:13:4046
1516,Museo de las Constituciones,Historia,2011-08-11,UNAM/Coordinacion de Humanidades,9,Distrito Federal,15,Cuauhtemoc,1,CUAUHTEMOC,Del Carmen s/n esq. San Ildefonso,Centro Historico,6010,,http://www.museodelasconstituciones.unam.mx/,,gbrena@museodelasconstituciones.unam.mx, hidalgo@museodelasconstituciones.unam.mx,-99.1293,19.43646,,2017-03-10 12:39:2146
768,Antiguo Colegio de San Ildefonso,Arte,1994-03-14,UNAM/Secretaria de Cultura/Gobierno de la Ciudad de Mexico,9,Distrito Federal,15,Cuauhtemoc,1,CUAUHTEMOC,Justo Sierra 16,Centro Historico,6020,,http://www.sanildefonso.org.mx/,https://www.facebook.com/AntiguoColegiodeSanIldefonso/info,diracsi@unam.mx,SanIldefonsoMx,-99.13093,19.43575,http://sic.gob.mx/ficha.php?table=museo&table_id=768,2017-05-04 10:27:0947
705,Museo Nacional de la Revolucion,Historia,1986-11-20,Secretaria de Cultura de la Ciudad de Mexico,9,Distrito Federal,15,Cuauhtemoc,1,CUAUHTEMOC,Plaza de la Republica s/n,Col. Tabacalera,6030,,http://www.cultura.cdmx.gob.mx/recintos/mnr,https://www.facebook.com/museorevolucion,mnr.asistentedireccion@gmail.com, ngabayet@gmail.com,-99.15445,19.43615,,2017-05-04 10:42:2647
382,Museo Universitario del Chopo,Arte,1975-11-25,UNAM/Difusion Cultural,9,Distrito Federal,15,Cuauhtemoc,1,CUAUHTEMOC,Dr. Enrique Gonzalez Martinez 10,Col. Santa Maria la Ribera,11590,,http://www.chopo.unam.mx,,chopo@unam.mx,museodelchopo,-99.15677,19.44191,http://sic.gob.mx/ficha.php?table=museo&table_id=382,2017-05-04 10:39:2948
847,Museo Historico Judio y del Holocausto Tuvie Maizel,Historia,1970-06-24,"Museo Historico Tuvie Maizel, A.C.",9,Distrito Federal,15,Cuauhtemoc,1,CUAUHTEMOC,Acapulco 70,Col. Condesa,6100,,http://www.museojudiomexico.com.mx,,holocausto@museojudiomexico.com.mx,,-99.17392,19.41885,http://sic.gob.mx/ficha.php?table=museo&table_id=847,2017-03-10 12:13:4047
1617,Museo Galeria Nuestra Cocina Duque de Herdez,Especializado,2000-01-01,"Fundacion Herdez, A.C.",9,Distrito Federal,15,Cuauhtemoc,1,CUAUHTEMOC,Seminario 18,Centro Historico,6060,,http://www.fundacionherdez.com.mx/?p=pculturales,,fundacion@herdez.com.mx,,-99.13183,19.43424,http://sic.gob.mx/ficha.php?table=museo&table_id=1617,2017-03-10 12:39:2147
854,Palacio de Cultura Banamex (Palacio de Iturbide),Arte,1971-11-15,"Fomento Cultural Banamex, A.C.",9,Distrito Federal,15,Cuauhtemoc,1,CUAUHTEMOC,Francisco I. Madero 17,Centro Historico,6000,,http://fomentoculturalbanamex.org/,https://www.facebook.com/fomentoculturalbanamex/,contacto@fomentoculturalbanamex.org,FomentoCulturAC,-99.13903,19.43379,http://sic.gob.mx/ficha.php?table=museo&table_id=854,2017-05-04 10:27:0948
