museo_id,museo_nombre,museo_tematica_n1,museo_fecha_fundacion,museo_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,museo_calle_numero,museo_colonia,museo_cp,museo_telfono1,pagina_web,pagina_web2,email,twitter,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod,,,
861,Museo Arqueologico Caxitlan,Arqueologia,25/07/2003,Secretaria de Cultura del Gobierno del Estado de Colima,6,Colima,9,Tecoman,1,TECOMAN,Av. Insurgentes 1000,Col. Tepeyac,28110,,,http://culturacolima.gob.mx/v2/caxitlan/,bomborucha1@gmail.com, bomborucha_17hotmail.com,,-103.88423,18.9262,http://sic.gob.mx/ficha.php?table=museo&table_id=861,10/03/2017 12:20,,
1553,Museo Charro Taurino,Especializado,01/03/2003,"Secretaria de Cultura de Colima, Casa de la Cultura de Villa de Alvarez",6,Colima,10,Villa de Alvarez,1,CIUDAD DE VILLA DE ALVAREZ,Av. Enrique Corona Morfin s/n,,28970,,,,culturavdea@hotmail.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1553,10/03/2017 12:26,,,
1501,Museo del Ferrocarril,Historia,01/01/2005,Ayuntamiento de Arriaga,7,Chiapas,9,Arriaga,1,ARRIAGA,2a. Av. Oriente,Centro,30450,,,http://www.facebook.com/pages/Museo-del-Ferrocarril/382499551801281,acuario_8570@hotmail.com, casamuseo@live.com.mx,,-93.89909,16.235,http://sic.gob.mx/ficha.php?table=museo&table_id=1501,10/03/2017 13:15,,
132,Casa Museo Dr. Belisario Dominguez Palencia,Historia,25/04/1985,Consejo Estatal para las Culturas y las Artes de Chiapas,7,Chiapas,19,Comitan de Dominguez,1,COMITAN DE DOMINGUEZ,Av. Dr. Belisario Dominguez Sur 35,Centro,30000,,,,casamuseo@live.com.mx,,-92.14024,16.24748,http://sic.gob.mx/ficha.php?table=museo&table_id=132,08/05/2017 11:36,,,
130,Museo de Arte Hermila Dominguez de Castellanos,Arte,28/08/1988,Consejo Estatal para la Cultura y las Artes de Chiapas,7,Chiapas,19,Comitan de Dominguez,1,COMITAN DE DOMINGUEZ,Av. Central Sur 51,Centro,30000,,,http://todochiapas.mx/2008/03/museo-de-arte-hermila-dominguez-comitan-de-dominguez/,hermilo@hotmail.com, nectar-verdugo@hotmail.com, museohermila@conecultachiapas.gob.mx,,-92.13978,16.24638,http://sic.gob.mx/ficha.php?table=museo&table_id=130,10/03/2017 12:39,
940,Museo Arqueologico de Comitan,Arqueologia,01/08/1993,Secretaria de Cultura/INAH,7,Chiapas,19,Comitan de Dominguez,1,COMITAN DE DOMINGUEZ,1ra. calle Sur Oriente s/n,Barrio Centro,30000,,http://www.inah.gob.mx/es/red-de-museos/237-museo-arqueologico-de-comitan,,gabriel_lalo@inah.gob.mx,,-92.13413,16.2528,http://sic.gob.mx/ficha.php?table=museo&table_id=940,10/03/2017 12:20,,,
1750,Sala Introductoria a la Zona Arqueologica de Tenam Puente,Arqueologia,01/12/2008,Secretaria de Cultura/INAH,7,Chiapas,19,Comitan de Dominguez,53,FRANCISCO SARABIA,,,,,http://www.inah.gob.mx/es/red-de-museos/291-sala-introductoria-al-sitio-de-tenam-puente,,rosa_guillen@inah.gob.mx, guillen_12869@hotmail.com,,-92.10845,16.1413,http://sic.gob.mx/ficha.php?table=museo&table_id=1750,10/03/2017 13:49,,
655,Museo Comunitario Raices de mi Pueblo,Antropologia,30/10/1994,"Raices de mi Pueblo Chyks Kungny, A.C.",7,Chiapas,21,Copainala,1,COPAINALA,1a Poniente Sur s/n,Centro,29620,,,,elbambu50@gmail.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=655,10/03/2017 12:36,,,
860,Museo de la Laca,Arte,01/01/1952,Consejo Estatal para la Cultura y las Artes de Chiapas,7,Chiapas,27,Chiapa de Corzo,1,CHIAPA DE CORZO,Av. Mexicanidad Chiapaneca 10,Centro,29160,,http://www.chiapas.gob.mx/museos/museos-de-chiapa-de-corzo,,exconvento@coneculta.gob.mx,,-93.01769,16.70636,http://sic.gob.mx/ficha.php?table=museo&table_id=860,26/04/2017 11:28,,,
859,Museo Franco Lazaro Gomez,Arte,01/11/1994,Consejo Estatal para la Cultura y las Artes de Chiapas (Coneculta),7,Chiapas,27,Chiapa de Corzo,1,CHIAPA DE CORZO,Av. Mexicanidad Chiapaneca 10,Centro,29160,,http://www.chiapas.gob.mx/museos/museos-de-chiapa-de-corzo,,amartinez@conecultachiapas.gob.mx,,-93.01779,16.7064,http://sic.gob.mx/ficha.php?table=museo&table_id=859,10/03/2017 13:22,,,
69,Casa Museo Angel Albino Corzo,Historia,01/09/2001,Patronato de la Casa Museo Angel Albino Corzo,7,Chiapas,27,Chiapa de Corzo,1,CHIAPA DE CORZO,Av. Ignacio Zaragoza s/n,Centro,29160,,https://www.facebook.com/pages/Casa-Museo-Angel-Albino/104672833034403,http://www.turismochiapas.gob.mx/sectur/casa-museo-ngel-albino-corzo-,,,-93.01723,16.70936,http://sic.gob.mx/ficha.php?table=museo&table_id=69,10/03/2017 12:11,,,
80,Casa Museo de la Marimba Nandayapa,Arte,01/01/1917,Particular,7,Chiapas,27,Chiapa de Corzo,1,CHIAPA DE CORZO,Av. Independencia 36,Barrio de San Miguel,29160,,,,cnandayapa@yahoo.com,,-93.01582,16.7046,http://sic.gob.mx/ficha.php?table=museo&table_id=80,29/11/2017 10:07,,,
888,Museo Comunitario Frontera Corozal,TND,31/12/1976,Consejo Estatal para las Culturas y las Artes de Chiapas,7,Chiapas,59,Ocosingo,1,OCOSINGO,Domicilio conocido s/n,Centro,29950,,,,informacion@conecultachiapas.gob.mx,,-92.09611,16.90722,http://sic.gob.mx/ficha.php?table=museo&table_id=888,28/11/2017 13:17,,,
938,Museo de Sitio de Tonina,Arqueologia,01/07/2000,Secretaria de Cultura/INAH,7,Chiapas,59,Ocosingo,1,OCOSINGO,,,29950,,http://www.inah.gob.mx/es/red-de-museos/239-museo-de-sitio-de-tonina,,museodesitiotonia@hotmail.com,,-92.00418,16.89896,http://sic.gob.mx/ficha.php?table=museo&table_id=938,10/03/2017 13:08,,,
641,Museo Zoque Regional Javepacuay,Historia,21/12/2001,Gobierno de Chiapas/Ayuntamiento de Ocozocoautla de Espinosa,7,Chiapas,61,Ocozocoautla de Espinosa,1,OCOZOCOAUTLA DE ESPINOSA,7Âª Poniente,Barrio San Juan,29140,,,,museozoque@gmail.com, museo_zoque@hotmail.com,,-93.38051,16.76103,http://sic.gob.mx/ficha.php?table=museo&table_id=641,10/03/2017 13:45,,
939,Museo de Sitio de Palenque Alberto Ruz LHuillier,Arqueologia,01/12/1994,Secretaria de Cultura/INAH,7,Chiapas,65,Palenque,1,PALENQUE,Carr. Ramal Palenque-Zona Arqueologica Km 6.5,,29960,,http://www.inah.gob.mx/es/red-de-museos/240-museo-de-sitio-de-palenque-alberto-ruz-l-huillier,,hector_cuevas@inah.com.mx,,-92.04616,17.4845,http://sic.gob.mx/ficha.php?table=museo&table_id=939,05/04/2017 13:07,,,
575,Museo Comunitario de Pijijiapan,TND,1000-01-01,Ayuntamiento de Pijijiapan,7,Chiapas,69,Pijijiapan,1,PIJIJIAPAN,3a. Av. Norte s/n,Centro,30540,,,,,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=575,10/03/2017 12:30,,,
108,Museo del Ambar de Chiapas,Arte,04/12/2000,"Patronato Pro-Reconstruccion del Ex-Convento de La Merced, A.C.",7,Chiapas,78,San Cristobal de las Casas,1,SAN CRISTOBAL DE LAS CASAS,Diego de Mazariegos s/n,Barrio de la Merced,29240,,,http://www.chiapas.gob.mx/museos/museos-san-cristobal#museo-del-ambar,info@museodelamabar.com.mx,,-92.64214,16.73594,http://sic.gob.mx/ficha.php?table=museo&table_id=108,26/04/2017 11:30,,,
67,Museo de la Medicina Maya,Antropologia,31/12/1997,Organizacion de Medicos Indigenas del Estado de Chiapas (OMIECH),7,Chiapas,78,San Cristobal de las Casas,1,SAN CRISTOBAL DE LAS CASAS,Av. Salomon Gonzalez Blanco 10,Col. Morelos,29215,,,http://www.chiapas.gob.mx/museos/museos-san-cristobal#museo-de-medicina-maya,omiech@prodigy.net.mx,,-92.63781,16.74717,http://sic.gob.mx/ficha.php?table=museo&table_id=67,30/11/2017 10:04,,,
123,Museo del Cafe,Especializado,01/04/1998,Coordinadora de PequeÃ±os Productores de Cafe (COOPCAFE),7,Chiapas,78,San Cristobal de las Casas,1,SAN CRISTOBAL DE LAS CASAS,Maria Adelina Flores 10,Centro,29220,,,http://www.chiapas.gob.mx/museos,museodelcafe@hotmail.com,,-92.63592,16.7383,http://sic.gob.mx/ficha.php?table=museo&table_id=123,10/03/2017 16:35,,,
1815,Museo Jtatik Samuel,Antropologia,27/01/2015,"Centro Comunitario El Caminante, A.C.",7,Chiapas,78,San Cristobal de las Casas,1,SAN CRISTOBAL DE LAS CASAS,Carretera a Chamula km. 1.5,Barrio San Martin,29244,,http://www.jtatik.org/,https://www.facebook.com/MUSEO-Jtatik-Samuel-1541101406173254/timeline,museo@jtatik.org,,-92.66515,16.75137,http://sic.gob.mx/ficha.php?table=museo&table_id=1815,10/03/2017 13:31,,,
1482,Museo de Historia y Curiosidades de San Cristobal,Historia,31/03/2010,Fundacion Miguel MuÃ±oz,7,Chiapas,78,San Cristobal de las Casas,1,SAN CRISTOBAL DE LAS CASAS,Diego de Mazariegos 47,Col. La Merced,29240,,http://www.miguelmunoz.org/sala_museografica.htm,,contacto@miguelmunoz.org,@sancristobal,-92.6418,16.73644,http://sic.gob.mx/ficha.php?table=museo&table_id=1482,08/05/2017 12:05,,,
1960,Museo de Metalisteria. Las formas y los colores del hierro,Sin catalogar,1000-01-01,Particular,7,Chiapas,78,San Cristobal de las Casas,1,SAN CRISTOBAL DE LAS CASAS,Av. La Jardineria 12,Col. Jardines del Valle,29286,,,,museodemetalisteria@hotmail.com,,-92.64541,16.72103,http://sic.gob.mx/ficha.php?table=museo&table_id=1960,28/11/2017 13:06,,,
1819,Museo de Bichos e Insectos,Ciencia y tecnologia,01/01/2011,Particular,7,Chiapas,78,San Cristobal de las Casas,1,SAN CRISTOBAL DE LAS CASAS,16 de Septiembre 23,Centro,29200,,,https://www.facebook.com/pages/Museo-De-Bichos-E-Insectos/612040408884242,beto.gotcha@hotmail.com,,-92.63864,16.74038,http://sic.gob.mx/ficha.php?table=museo&table_id=1819,10/03/2017 12:47,,,
112,Museo Na-Bolom (Casa del Jaguar),Antropologia,16/04/1950,Asociacion Cultural Na Bolom A.C.,7,Chiapas,78,San Cristobal de las Casas,1,SAN CRISTOBAL DE LAS CASAS,Av. Vicente Guerrero 33,Barrio El Cerrillo,29229,,http://www.nabolom.org/,,biblioteca@nabolom.org, servicios@nabolom.org,,-92.6299,16.74159,http://sic.gob.mx/ficha.php?table=museo&table_id=112,26/04/2017 11:34,,
1758,Centro de Textiles del Mundo Maya,Arte,31/10/2012,"Centro de Textiles del Mundo Maya, A.C.",7,Chiapas,78,San Cristobal de las Casas,1,SAN CRISTOBAL DE LAS CASAS,Av. 20 de Noviembre s/n,Barrio El Cerrillo,29220,,http://www.fomentoculturalbanamex.org/ctmm/,https://www.facebook.com/centrotextilesmm?fref=ts,administracion@centrotextilesmayas.org, comunicacion@centrotextilesmayas.org,,-92.6373,16.74188,http://sic.gob.mx/ficha.php?table=museo&table_id=1758,10/03/2017 12:13,,
933,Museo de los Altos de Chiapas Ex Convento de Santo Domingo de Guzman,Arqueologia,01/11/1988,Secretaria de Cultura/INAH,7,Chiapas,78,San Cristobal de las Casas,1,SAN CRISTOBAL DE LAS CASAS,20 de Noviembre s/n,Barrio El Cerrillo,29900,,http://www.inah.gob.mx/es/red-de-museos/270-museo-de-los-altos-de-chiapas-exconvento-santo-domingo-de-guzman,,raulduron@hotmail.com,,-92.6373,16.74188,http://sic.gob.mx/ficha.php?table=museo&table_id=933,08/05/2017 12:09,,,
117,Museo de Culturas Populares de Chiapas,Arte,07/02/2000,Direccion General de Culturas Populares,7,Chiapas,78,San Cristobal de las Casas,1,SAN CRISTOBAL DE LAS CASAS,Av. Diego de Mazariegos 34,Barrio de La Merced,29220,,,http://www.chiapas.gob.mx/museos/museos-san-cristobal,museocpch@hotmail.com,,-92.64119,16.73654,http://sic.gob.mx/ficha.php?table=museo&table_id=117,10/03/2017 12:48,,,
1097,Museo Mesoamericano del Jade,Arte,14/10/2001,Casa del Jade de Mexico,7,Chiapas,78,San Cristobal de las Casas,1,SAN CRISTOBAL DE LAS CASAS,Av. 16 de Septiembre num. 16,Centro,29200,,http://www.eljade.com/,,info@eljade.com,,-92.63871,16.73814,http://sic.gob.mx/ficha.php?table=museo&table_id=1097,27/06/2017 09:25,,,
1541,Kakaw Museo del Cacao y Chocolateria Cultural,Especializado,23/12/2010,,7,Chiapas,78,San Cristobal de las Casas,1,SAN CRISTOBAL DE LAS CASAS,1ro. de Marzo 16,Centro,29200,,,https://www.facebook.com/museodelkakaw/,info@kakaw.org,,-92.63947,16.73849,http://sic.gob.mx/ficha.php?table=museo&table_id=1541,10/03/2017 12:17,,,
41,Museo de Trajes Regionales de Sergio Castro,Antropologia,01/01/1970,"Yokchij Sergio Arturo Castro Martinez, A.C.",7,Chiapas,78,San Cristobal de las Casas,1,SAN CRISTOBAL DE LAS CASAS,Guadalupe Victoria 38,Barrio de la Merced,29240,,http://yokchij.org,,sergiocastrosc@gmail.com,,-92.6414,16.73704,http://sic.gob.mx/ficha.php?table=museo&table_id=41,01/06/2017 10:04,,,
1675,Planetario  Bachilleres de Chiapas,Ciencia y tecnologia,24/04/2009,Colegio de Bachilleres,7,Chiapas,89,Tapachula,1,TAPACHULA DE CORDOVA Y ORDOÃ‘EZ,Paseo de los Cerritos s/n,Col. Los Cerritos,30798,,,https://www.facebook.com/Planetario-de-Tapachula-255675557785443/info/?tab=overview,planetario@cobach.mx,,-92.29611,14.88301,http://sic.gob.mx/ficha.php?table=museo&table_id=1675,10/03/2017 13:46,,,
941,Museo Arqueologico del Soconusco,Arqueologia,01/02/1988,Secretaria de Cultura/INAH,7,Chiapas,89,Tapachula,1,TAPACHULA DE CORDOVA Y ORDOÃ‘EZ,Octava Av. Norte 24,Centro,30700,,http://www.inah.gob.mx/es/red-de-museos/238-museo-arqueologico-del-soconusco,,museosoconusco@hotmail.com, direccion.chis@inah.gob.mx,,-92.26551,14.90999,http://sic.gob.mx/ficha.php?table=museo&table_id=941,08/05/2017 11:44,,
587,Museo Comunitario TÃ¸s Ngumguy (Nuestro pueblo),Antropologia,01/04/2002,,7,Chiapas,92,Tecpatan,1,TECPATAN,Carr. Malpaso s/n,Barrio Costa de Oro,29610,,,,manuel_marin5@hotmail.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=587,10/03/2017 12:37,,,
1961,Museo Hotel Parador Santa Maria,Sin catalogar,1000-01-01,,7,Chiapas,99,La Trinitaria,1,LA TRINITARIA,Col. El Progreso,Km. 22 Carr. Trinitaria-Lagos de Montebello s/n,,,https://www.paradorsantamaria.com.mx/,,,@paradorsanta,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1961,29/11/2017 11:03,,,
1452,Museo Tziscao,Historia,20/07/2010,Parque Natural Ecoturistico Mame de Tziscao S.C. de R.L. de C.V.,7,Chiapas,99,La Trinitaria,1,LA TRINITARIA,"Carretera La Trinitaria-Palenque Km. 414, ","Lago Tziscao, Ejido Tziscao ",30160,,http://www.ecotziscao.com/museo.html,,ecotziscaochiapas@gmail.com,,-91.66646,16.08776,http://sic.gob.mx/ficha.php?table=museo&table_id=1452,10/03/2017 13:42,,,
93,Parador Museo Santa Maria,Arte,12/11/1991,,7,Chiapas,99,La Trinitaria,1,LA TRINITARIA,"Carr. Trinitaria-Lagos de Montebello, Km 22",,30160,,,http://www.paradorsantamaria.com.mx/,paradorsantamaria@prodigy.net.mx,,-92.03238,16.13224,http://sic.gob.mx/ficha.php?table=museo&table_id=93,01/12/2017 13:25,,,
27,Museo de Paleontologia Eliseo Palacios Aguilera,Ciencia y tecnologia,21/10/2002,Secretaria de Medio Ambiente e Historia Natural/Direccion de Paleontologia,7,Chiapas,101,Tuxtla Gutierrez,1,TUXTLA GUTIERREZ,"Calz. de los Hombres Ilustres s/n, Antiguo Parque Madero",Centro,29000,,http://www.semahn.chiapas.gob.mx/portal/paleontologia/museo,ht,coutinojma@hotmail.com, paleochis@hotmail.com, carbotsaurus@yahoo.com,,-93.10677,16.75978,http://sic.gob.mx/ficha.php?table=museo&table_id=27,26/04/2017 11:32,
1315,Museo de la Marimba,Arte,14/03/2006,Ayuntamiento de Tuxtla Gutierrez,7,Chiapas,101,Tuxtla Gutierrez,1,TUXTLA GUTIERREZ,9a Poniente Norte 123,Centro,29000,,,,museomarimba@hotmail.com,,-93.12368,16.75483,http://sic.gob.mx/ficha.php?table=museo&table_id=1315,26/04/2017 11:29,,,
61,Museo Botanico Faustino Miranda,Ciencia y tecnologia,20/11/1949,Secretaria de Medio Ambiente e Historia Natural,7,Chiapas,101,Tuxtla Gutierrez,1,TUXTLA GUTIERREZ,Calz. de los Hombres Ilustres s/n,Fracc. Parque Madero,29000,,,http://www.semahn.chiapas.gob.mx/portal/index.php/botanico/museo,nery735@hotmail.com, difusionbotanico@hotmail.com,,-93.10818,16.75904,http://sic.gob.mx/ficha.php?table=museo&table_id=61,10/03/2017 12:25,,
1147,Museo Chiapas de Ciencia y Tecnologia,Ciencia y tecnologia,22/10/2006,Consejo de Ciencia y Tecnologia del Estado de Chiapas,7,Chiapas,101,Tuxtla Gutierrez,1,TUXTLA GUTIERREZ,Calz. Cerro Hueco 3000,Col. Cerro Hueco,29094,,http://www.cocytech.gob.mx/museo,,much@cocytech.gob.mx,,-93.09168,16.72222,http://sic.gob.mx/ficha.php?table=museo&table_id=1147,31/05/2017 09:56,,,
45,Museo Cocodrilo,Ciencia y tecnologia,03/08/2004,Gobierno del Estado de Chiapas/Instituto de Historia Natural y Ecologia,7,Chiapas,101,Tuxtla Gutierrez,1,TUXTLA GUTIERREZ,Calz. Cerro Hueco s/n,Col. El Zapotal,29000,,,http://www.museos.chiapas.gob.mx/Museos/Museo10Cocodrilo,museococodrilo@yahoo.com.mx,,-93.09441,16.72536,http://sic.gob.mx/ficha.php?table=museo&table_id=45,10/03/2017 12:27,,,
4,Museo Zoologico Cesar Dominguez Flores,Ciencia y tecnologia,01/10/1942,Secretaria de Medio Ambiente e Historia Natural,7,Chiapas,101,Tuxtla Gutierrez,1,TUXTLA GUTIERREZ,Calz. Cerro Hueco s/n,Col.  El Zapotal,29094,,,http://www.museos.chiapas.gob.mx/Museos/Museo07Zoo,museo_zool@hotmail.com,,-93.09343,16.72539,http://sic.gob.mx/ficha.php?table=museo&table_id=4,10/03/2017 13:44,,,
942,Museo Regional de Chiapas,Historia,14/09/1984,Secretaria de Cultura/INAH,7,Chiapas,101,Tuxtla Gutierrez,1,TUXTLA GUTIERREZ,Hombres Ilustres de la Revolucion Mexicana s/n,Centro,29000,,http://www.inah.gob.mx/es/red-de-museos/236-museo-regional-de-chiapas,,museoregionaldechiapas@hotmail.com,,-93.10729,16.75943,http://sic.gob.mx/ficha.php?table=museo&table_id=942,10/03/2017 13:37,,,
1508,Museo del Cafe,Especializado,01/08/2009,Consejo Estatal para las Culturas y las Artes de Chiapas,7,Chiapas,101,Tuxtla Gutierrez,1,TUXTLA GUTIERREZ,2Âª Oriente Norte 236,Centro,29000,,,https://www.facebook.com/museodelcafedechiapas/,museocafe@conecultachiapas.gob.mx,,-93.11392,16.75618,http://sic.gob.mx/ficha.php?table=museo&table_id=1508,05/04/2017 13:10,,,
1777,Planetario Tuxtla Jaime Sabines Gutierrez,Ciencia y tecnologia,1000-01-01,Consejo de Ciencia y Tecnologia del Estado de Chiapas (COCYTECH),7,Chiapas,101,Tuxtla Gutierrez,1,TUXTLA GUTIERREZ,5a. Norte Oriente s/n,,,,http://planetariotuxtla.chiapas.mx/historia.html,,planetario@cocytech.gob.mx,,-93.10219,16.76017,http://sic.gob.mx/ficha.php?table=museo&table_id=1777,10/03/2017 13:47,,,
1332,Museo Zoque,Historia,13/05/2006,Ayuntamieto de Tuxtla Gutierrez/Instituto Tuxtleco de Arte y Cultura,7,Chiapas,101,Tuxtla Gutierrez,37,COPOYA,Av. Central,Ejido Copoya,29100,,http://www.turismochiapas.gob.mx/sectur/museo-zoque,https://www.facebook.com/search/top/?q=Museo+Zoque+Copoya&init=public,enna_kb@hotmail.com,,-93.11787,16.71374,http://sic.gob.mx/ficha.php?table=museo&table_id=1332,01/06/2017 12:27,,,
138,Museo del Cafe,Especializado,16/12/1997,"Sociedad Cooperativa Centro Turistico Santo Domingo, S.C.L.",7,Chiapas,105,Union Juarez,24,SANTO DOMINGO,Palmeras s/n,Barrio Lazaro Cardenas,30885,,,,rosemberg@centroecoturisticosantodomingo.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=138,10/03/2017 16:36,,,
411,Museo Municipal Comunitario Yashlum,Antropologia,14/06/1997,Ayuntamiento de Yajalon,7,Chiapas,109,Yajalon,1,YAJALON,Av. Central s/n,Centro,29930,,,,hayuntamientoyajalon@gmail.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=411,10/03/2017 13:33,,,
1333,Museo Benito Juarez,Historia,01/01/1996,Ayuntamiento de Ahumada,8,Chihuahua,1,Ahumada,20,CARRIZAL,Domicilio conocido s/n,Centro,32800,,http://www.ahumada.gob.mx/Contenido/plantilla5.asp?cve_canal=14803&Portal=ahumada,,mpioahumada0710@hotmail.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1333,10/03/2017 12:24,,,
1924,Museo de Valle de Allende,Historia,01/05/2017,Particular,8,Chihuahua,3,Allende,1,VALLE DE IGNACIO ALLENDE,,Centro,,,,,,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1924,26/06/2017 13:46,,,
944,Museo Comunitario de Santa Eulalia,Historia,28/01/1985,"Museos Comunitarios de Chihuahua, A.C.",8,Chihuahua,4,Aquiles Serdan,1,SANTA EULALIA,Zaragoza s/n,Centro,31650,,,,aquileserdan@live.com.mx,,-105.88778,28.59389,http://sic.gob.mx/ficha.php?table=museo&table_id=944,10/03/2017 12:32,,,
863,Museo Casa de las Artesanias del Estado de Chihuahua,Arte,13/06/1998,Gobierno del Estado de Chihuahua,8,Chihuahua,9,Bocoyna,1,BOCOYNA,Av. Ferrocarril 178,Estacion Creel,33200,,,http://www.360cities.net/es/image/museo-casa-de-las-artesanias-creel-chihuahua-mexico-2,casaartesanias@prodigy.net.mx,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=863,10/03/2017 12:26,,,
947,Museo de las Culturas del Norte,Arqueologia,26/02/2006,Secretaria de Cultura/INAH,8,Chihuahua,13,Casas Grandes,1,CASAS GRANDES,Independencia 100,Zona Arqueologica,31850,,,http://www.inah.gob.mx/es/red-de-museos/243-museo-de-las-culturas-del-norte-paquime,zapaquime.museo@gmail.com,,-107.95003,30.36808,http://sic.gob.mx/ficha.php?table=museo&table_id=947,10/03/2017 13:03,,,
506,Museo del General Toribio Ortega,Historia,14/11/1999,"Museos Comunitarios de Chihuahua, A.C.",8,Chihuahua,15,Coyame del Sotol,1,SANTIAGO DE COYAME,Domicilio conocido s/n,Centro,32850,,,,,,-105.09722,29.46139,http://sic.gob.mx/ficha.php?table=museo&table_id=506,10/03/2017 13:15,,,
1298,Museo Casa de Juarez,Historia,01/01/1996,Asociacion Rescate Historico,8,Chihuahua,16,La Cruz,1,LA CRUZ,Nigromante y Lerdo de Tejada,Centro,,,,,mpiolacruz12@hotmail.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1298,10/03/2017 12:26,,,
1297,Museo y Centro Cultural Menonita,Historia,15/12/2000,"Museo y Centro Cultural Menonita, A.C.",8,Chihuahua,17,Cuauhtemoc,1,CUAUHTEMOC,Km. 10 Carr. Alvaro Obregon 1024,Col. Manitoba,31500,,,http://www.facebook.com/pages/Museo-y-Centro-Cultural-Menonita-AC/119281184762014,menonitamuseo@gmail.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1297,10/03/2017 13:44,,,
1654,Museo Ejido Favela,Antropologia,06/12/2008,"Museo Ejido Favela, A.C.",8,Chihuahua,17,Cuauhtemoc,88,FAVELA,Carr. Libre Cuauhtemoc-Chihuahua,Centro,31600,,,,,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1654,20/06/2017 12:32,,,
1299,Museo Historico de Cusihuiriachi,Historia,10/08/2000,Ayuntamiento de Cusihuiriachi,8,Chihuahua,18,Cusihuiriachi,1,CUSIHUIRIACHI,Domicilio conocido,Centro,33240,,,,eecusihuiriachi1316@gmail.com,,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1299,10/03/2017 13:24,,,
1302,"Casa Chihuahua, Centro de Patrimonio Cultural/Museo de Sitio Calabozo de Hidalgo",Historia,12/10/1972,"Secretaria de Educacion, Cultura y Deporte del Estado de Chihuahua",8,Chihuahua,19,Chihuahua,1,CHIHUAHUA,Libertad 901,Centro,31000,,http://casachihuahua.org.mx/,https://www.facebook.com/casachihuahua,casachihuahua@gmail.com,casachihuahua,-106.07371,28.63956,http://sic.gob.mx/ficha.php?table=museo&table_id=1302,22/06/2017 18:17,,,
900,Casa Redonda Museo Chihuahuense de Arte Contemporaneo,Arte,20/09/2000,Instituto Chihuahuense de la Cultura,8,Chihuahua,19,Chihuahua,1,CHIHUAHUA,Av. Colon esq. Escudero s/n,Col. Santo NiÃ±o,31320,,,https://www.facebook.com/museocasaredonda/timeline?ref=page_internal,museocasaredonda@gmail.com, delia_soto_montes@hotmail.com,,-106.07322,28.6525,http://sic.gob.mx/ficha.php?table=museo&table_id=900,10/03/2017 12:12,,
928,Museo Galeria de Armas,Historia,30/07/2004,Instituto Chihuahuense de la Cultura,8,Chihuahua,19,Chihuahua,1,CHIHUAHUA,Venustiano Carranza esq. Libertad s/n,Centro,31000,,,,mlrcasadejuarez@hotmail.com, mlrcasadejuarez@gmail.com, museocasadejuarez@hotmail.com,,-106.07328,28.63898,http://sic.gob.mx/ficha.php?table=museo&table_id=928,10/03/2017 13:23,
926,Museo Historico de la Revolucion,Historia,17/11/1982,"Secretaria de la Defensa Nacional (SEDENA), Direccion General de Archivo e Historia",8,Chihuahua,19,Chihuahua,1,CHIHUAHUA,Decima 3010,Col. Santa Rosa,31050,,http://www.gob.mx/sedena/acciones-y-programas/museo-historico-de-la-revolucion,,mus_histrevol@mail.sedena.gob.mx,,-106.06863,28.62666,http://sic.gob.mx/ficha.php?table=museo&table_id=926,13/03/2017 11:07,,,
1290,Semilla Centro de Ciencia y Tecnologia,Ciencia y tecnologia,12/08/2004,DIF,8,Chihuahua,19,Chihuahua,1,CHIHUAHUA,Progreso 1201,Centro,31000,,https://www.facebook.com/centrosemillachihuahua,,coordinaciondeesparcimiento@gmail.com,,-106.08452,28.63698,http://sic.gob.mx/ficha.php?table=museo&table_id=1290,10/03/2017 13:52,,,
1288,Museo del Mamut,Ciencia y tecnologia,04/10/2004,Asociacion Civil del Museo de Paleontologia,8,Chihuahua,19,Chihuahua,1,CHIHUAHUA,Av. Juarez y 25,Centro,31000,,,http://www.museodepaleontologia.com/exhibiciones/museo-del-mamut,carmen.fierro@itesm.mx,,-106.07044,28.6433,http://sic.gob.mx/ficha.php?table=museo&table_id=1288,10/03/2017 13:16,,,
946,Museo Comunitario Tarike,Historia,12/10/1982,"Fundacion Cultural Tarike, A.C.",8,Chihuahua,19,Chihuahua,1,CHIHUAHUA,Calle Cuarta num. 2610,Centro,31000,,,,museotarike@gmail.com,,-106.06917,28.6296,http://sic.gob.mx/ficha.php?table=museo&table_id=946,10/03/2017 12:37,,,
